Ano;Município;Aparelho de Pesca;Nível Taxonômico;Pescado;kg no Período;valor estimado no período
2017;Peruíbe;arrasto-de-mão;Peixe Ósseo;Enchova;8;124,5
2017;Peruíbe;arrasto-de-mão;Peixe Ósseo;Espada;120,3;793,45
2017;Peruíbe;arrasto-de-mão;Peixe Ósseo;Gordinho;10;41,25
2017;Peruíbe;arrasto-de-mão;Peixe Ósseo;Guaivira;5;37,5
2017;Peruíbe;arrasto-de-mão;Peixe Ósseo;Mistura;1;8,75
2017;Peruíbe;arrasto-de-mão;Peixe Ósseo;Oveva;3229;16287,25
2017;Peruíbe;arrasto-de-mão;Peixe Ósseo;Pampo;53,6;471,28
2017;Peruíbe;arrasto-de-mão;Peixe Ósseo;Pararê;0,4;3,13
2017;Peruíbe;arrasto-de-mão;Peixe Ósseo;Parati;217,48;1705,21
2017;Peruíbe;arrasto-de-mão;Peixe Ósseo;Parati-barbudo;4;34,98
2017;Peruíbe;arrasto-de-mão;Peixe Ósseo;Pescada-amarela;15;374,5
2017;Peruíbe;arrasto-de-mão;Peixe Ósseo;Pescada-banana;236,9;3419,1
2017;Peruíbe;arrasto-de-mão;Peixe Ósseo;Pescada-branca;386;5674,5
2017;Peruíbe;arrasto-de-mão;Peixe Ósseo;Pescada-cambucu;33,2;642
2017;Peruíbe;arrasto-de-mão;Peixe Ósseo;Pescada-foguete;15;232,5
2017;Peruíbe;arrasto-de-mão;Peixe Ósseo;Prejereba;91;1820
2017;Peruíbe;arrasto-de-mão;Peixe Ósseo;Robalo-flecha;147,2;3606
2017;Peruíbe;arrasto-de-mão;Peixe Ósseo;Robalo-peva;731;14248,6
2017;Peruíbe;arrasto-de-mão;Peixe Ósseo;Roncador;2;15
2017;Peruíbe;arrasto-de-mão;Peixe Ósseo;Sari-sari;393;3083
2017;Peruíbe;arrasto-de-mão;Peixe Ósseo;Tainha;1762,4;22260,35
2017;Peruíbe;arrasto-duplo;Crustáceo;Camarão-legítimo;302,55;10595,92
2017;Peruíbe;arrasto-duplo;Crustáceo;Camarão-sete-barbas;15901,1;247914,73
2017;Peruíbe;arrasto-duplo;Molusco;Lula;0,5;10
2017;Peruíbe;arrasto-duplo;Peixe Ósseo;Bagre-amarelo;8,8;54,64
2017;Peruíbe;arrasto-duplo;Peixe Ósseo;Betara;2,5;23,38
2017;Peruíbe;arrasto-duplo;Peixe Ósseo;Cangoá;2;7,5
2017;Peruíbe;arrasto-duplo;Peixe Ósseo;Maria-luíza;480,7;3161,19
2017;Peruíbe;arrasto-duplo;Peixe Ósseo;Mistura;1046,6;7788,59
2017;Peruíbe;arrasto-duplo;Peixe Ósseo;Oveva;371,2;2077,75
2017;Peruíbe;arrasto-duplo;Peixe Ósseo;Pescada-amarela;8;166
2017;Peruíbe;arrasto-duplo;Peixe Ósseo;Pescada-banana;83;1196,67
2017;Peruíbe;arrasto-duplo;Peixe Ósseo;Pescada-branca;119,3;1654,73
2017;Peruíbe;arrasto-duplo;Peixe Ósseo;Pescada-cambucu;8;172
2017;Peruíbe;arrasto-duplo;Peixe Ósseo;Pescada-foguete;1;13,5
2017;Peruíbe;arrasto-duplo;Peixe Ósseo;Porco;25;125
2017;Peruíbe;arrasto-duplo;Peixe Ósseo;Sari-sari;333,5;2923,96
2017;Peruíbe;arrasto-simples;Crustáceo;Camarão-sete-barbas;211,8;3413,9
2017;Peruíbe;covos-diversos;Crustáceo;Siris agrupados;8,4;147
2017;Peruíbe;covos outros;Crustáceo;Siris agrupados;10,6;185,5
2017;Peruíbe;emalhe-de-fundo;Crustáceo;Camarão-legítimo;10,7;326,75
2017;Peruíbe;emalhe-de-fundo;Crustáceo;Siris agrupados;107,88;1852,66
2017;Peruíbe;emalhe-de-fundo;Peixe Cartilaginoso;Cação-galha-preta;180,3;2820,6
2017;Peruíbe;emalhe-de-fundo;Peixe Cartilaginoso;Cação-rola-rola;135,6;2039,25
2017;Peruíbe;emalhe-de-fundo;Peixe Cartilaginoso;Cambeva;32,8;543,8
2017;Peruíbe;emalhe-de-fundo;Peixe Cartilaginoso;Viola;15;262,5
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Acará;48;363,25
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Agulha;3;19,5
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Bagre-amarelo;46,8;239,43
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Bagre-branco;1578,5;11923,65
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Betara;57,2;357,1
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Caranha;43;618,53
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Carapau;7,8;59,18
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Caratinga;544,7;6168,27
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Cascudo;7;63
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Corvina;878,4;8560,35
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Espada;29,9;230,05
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Gordinho;14,5;125,25
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Guaivira;402,9;2571,3
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Lisbão;1,1;8,25
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Mandi;277,5;2422,5
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Mistura;549,6;1796,63
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Nundiá;475,2;4752
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Oveva;47,3;292,33
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Pampo;34,4;396,98
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Pararê;428,5;3017,33
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Parati;30;226,75
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Pescada-amarela;330,2;6468,95
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Pescada-branca;14;201
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Pescada-cambucu;30;570
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Pescada-dentão;27,3;356,45
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Pescada-foguete;726,2;7516,5
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Piava;91;964,5
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Prejereba;4,4;52,8
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Robalo-flecha;471,3;11538,13
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Robalo-peva;1732,1;33985,62
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Saguaru;14,6;110
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Sargo;61,3;574,55
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Sari-sari;330,5;2286,13
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Sororoca;150,3;1467,15
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Tainha;650,9;7827,21
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Tajibucu;7,6;60,5
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Traíra;1122;12395,17
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Tuvira;11;77
2017;Peruíbe;emalhe-de-fundo;Peixe Ósseo;Xaréu;21,5;150,5
2017;Peruíbe;emalhes-diversos;Crustáceo;Siris agrupados;4,25;62
2017;Peruíbe;emalhes-diversos;Peixe Cartilaginoso;Cação-galha-preta;31;542,5
2017;Peruíbe;emalhes-diversos;Peixe Cartilaginoso;Cação-rola-rola;22,9;355,75
2017;Peruíbe;emalhes-diversos;Peixe Cartilaginoso;Cações agrupados;50;683
2017;Peruíbe;emalhes-diversos;Peixe Cartilaginoso;Cambeva;58,2;933,63
2017;Peruíbe;emalhes-diversos;Peixe Ósseo;Agulha;1,5;10,5
2017;Peruíbe;emalhes-diversos;Peixe Ósseo;Bagre-amarelo;40;220,6
2017;Peruíbe;emalhes-diversos;Peixe Ósseo;Bagre-branco;43,6;362,3
2017;Peruíbe;emalhes-diversos;Peixe Ósseo;Betara;39;367
2017;Peruíbe;emalhes-diversos;Peixe Ósseo;Carapau;0,8;6
2017;Peruíbe;emalhes-diversos;Peixe Ósseo;Caratinga;1282,1;14194,29
2017;Peruíbe;emalhes-diversos;Peixe Ósseo;Corvina;613,8;6916,54
2017;Peruíbe;emalhes-diversos;Peixe Ósseo;Espada;10,5;63,75
2017;Peruíbe;emalhes-diversos;Peixe Ósseo;Galo;3;27
2017;Peruíbe;emalhes-diversos;Peixe Ósseo;Gordinho;17;130,25
2017;Peruíbe;emalhes-diversos;Peixe Ósseo;Guaivira;672,1;6087,98
2017;Peruíbe;emalhes-diversos;Peixe Ósseo;Maria-luíza;50,5;313,38
2017;Peruíbe;emalhes-diversos;Peixe Ósseo;Mistura;351,4;2745,57
2017;Peruíbe;emalhes-diversos;Peixe Ósseo;Oveva;249,5;1602,63
2017;Peruíbe;emalhes-diversos;Peixe Ósseo;Pampo;7,8;85,58
2017;Peruíbe;emalhes-diversos;Peixe Ósseo;Pararê;44,5;318,67
2017;Peruíbe;emalhes-diversos;Peixe Ósseo;Parati;205,5;1564,5
2017;Peruíbe;emalhes-diversos;Peixe Ósseo;Parati-barbudo;0,2;1,3
2017;Peruíbe;emalhes-diversos;Peixe Ósseo;Paru;10;110
2017;Peruíbe;emalhes-diversos;Peixe Ósseo;Pescada-amarela;82;1625,5
2017;Peruíbe;emalhes-diversos;Peixe Ósseo;Pescada-banana;67,8;941,53
2017;Peruíbe;emalhes-diversos;Peixe Ósseo;Pescada-branca;606,8;8727,18
2017;Peruíbe;emalhes-diversos;Peixe Ósseo;Pescada-cambucu;12;269
2017;Peruíbe;emalhes-diversos;Peixe Ósseo;Pescada-dentão;182,3;2550,55
2017;Peruíbe;emalhes-diversos;Peixe Ósseo;Pescada-foguete;92;1253
2017;Peruíbe;emalhes-diversos;Peixe Ósseo;Pirajica;8;52
2017;Peruíbe;emalhes-diversos;Peixe Ósseo;Prejereba;13;284
2017;Peruíbe;emalhes-diversos;Peixe Ósseo;Robalo-flecha;197,5;4813,83
2017;Peruíbe;emalhes-diversos;Peixe Ósseo;Robalo-peva;899,3;18431,48
2017;Peruíbe;emalhes-diversos;Peixe Ósseo;Sargo;0,5;5,38
2017;Peruíbe;emalhes-diversos;Peixe Ósseo;Sari-sari;336,2;2604,06
2017;Peruíbe;emalhes-diversos;Peixe Ósseo;Sororoca;201,5;3085
2017;Peruíbe;emalhes-diversos;Peixe Ósseo;Tainha;685,3;8335,25
2017;Peruíbe;extrativismo;Crustáceo;Caranguejo-uçá;4817,9;39411,19
2017;Peruíbe;extrativismo;Crustáceo;Siri-fedido;11,04;105
2017;Peruíbe;extrativismo;Molusco;Mexilhão;11787,5;131683,3
2017;Peruíbe;extrativismo;Molusco;Ostra;548,63;8900,71
2017;Peruíbe;extrativismo;Molusco;Saquaritá;60;645
2017;Peruíbe;linha-de-mão;Peixe Ósseo;Corvina;90;967,5
2017;Peruíbe;linha-de-mão;Peixe Ósseo;Prejereba;20;300
2017;Peruíbe;puçá;Crustáceo;Siris agrupados;6,84;119,66
2017;Peruíbe;tarrafa;Crustáceo;Camarão-legítimo;102,67;3855,12
2017;Peruíbe;tarrafa;Peixe Ósseo;Bagre-amarelo;12;84
2017;Peruíbe;tarrafa;Peixe Ósseo;Caratinga;133,9;1423,61
2017;Peruíbe;tarrafa;Peixe Ósseo;Corvina;2;21
2017;Peruíbe;tarrafa;Peixe Ósseo;Mandi;3;27
2017;Peruíbe;tarrafa;Peixe Ósseo;Pampo;5;57,5
2017;Peruíbe;tarrafa;Peixe Ósseo;Parati;133,7;1020,82
2017;Peruíbe;tarrafa;Peixe Ósseo;Parati-barbudo;3;21,38
2017;Peruíbe;tarrafa;Peixe Ósseo;Pirajica;4;32
2017;Peruíbe;tarrafa;Peixe Ósseo;Robalo-peva;62,6;1254,44
2017;Peruíbe;tarrafa;Peixe Ósseo;Sargo;41;458
2017;Peruíbe;tarrafa;Peixe Ósseo;Tainha;37;462,5
2017;Peruíbe;tarrafa;Peixe Ósseo;Traíra;6,5;71,5
2017;Peruíbe;vara-de-pesca;Peixe Ósseo;Bagre-amarelo;11,5;87,25
2017;Peruíbe;vara-de-pesca;Peixe Ósseo;Bagre-branco;10,5;79,42
2017;Peruíbe;vara-de-pesca;Peixe Ósseo;Betara;4;30
2017;Peruíbe;vara-de-pesca;Peixe Ósseo;Caratinga;1;10,5
2017;Peruíbe;vara-de-pesca;Peixe Ósseo;Corvina;11,2;127,4
2017;Peruíbe;vara-de-pesca;Peixe Ósseo;Garoupa;7;122,5
2017;Peruíbe;vara-de-pesca;Peixe Ósseo;Lambari;1;18,25
2017;Peruíbe;vara-de-pesca;Peixe Ósseo;Oveva;6;36
2017;Peruíbe;vara-de-pesca;Peixe Ósseo;Pampo;17,5;170,75
2017;Peruíbe;vara-de-pesca;Peixe Ósseo;Pararê;5;37,5
2017;Peruíbe;vara-de-pesca;Peixe Ósseo;Parati-barbudo;11;94,63
2017;Peruíbe;vara-de-pesca;Peixe Ósseo;Robalo-peva;39,1;766,24
2017;Peruíbe;vara-de-pesca;Peixe Ósseo;Sargo;85;898
2017;Peruíbe;vara-de-pesca;Peixe Ósseo;Traíra;9;99
2017;Peruíbe;;;;0;0
2017;Praia Grande;arrasto-de-mão;Peixe Ósseo;Caratinga;9;64,5
2017;Praia Grande;arrasto-de-mão;Peixe Ósseo;Espada;13;55,25
2017;Praia Grande;arrasto-de-mão;Peixe Ósseo;Gordinho;2;13
2017;Praia Grande;arrasto-de-mão;Peixe Ósseo;Mistura;6;23,83
2017;Praia Grande;arrasto-de-mão;Peixe Ósseo;Pampo;6;15
2017;Praia Grande;arrasto-de-mão;Peixe Ósseo;Parati;60;390
2017;Praia Grande;arrasto-de-mão;Peixe Ósseo;Paru;3;12,75
2017;Praia Grande;arrasto-de-mão;Peixe Ósseo;Pescada-foguete;1;12
2017;Praia Grande;arrasto-de-mão;Peixe Ósseo;Robalo-flecha;2;65
2017;Praia Grande;arrasto-de-mão;Peixe Ósseo;Robalo-peva;42;657
2017;Praia Grande;arrasto-de-mão;Peixe Ósseo;Tainha;33;345
2017;Praia Grande;arrasto-simples;Crustáceo;Camarão-legítimo;3;112,5
2017;Praia Grande;arrasto-simples;Crustáceo;Camarão-sete-barbas;9;135
2017;Praia Grande;arrasto-simples;Crustáceo;Siri-azul;4;40
2017;Praia Grande;emalhe-de-fundo;Crustáceo;Camarão-legítimo;26,5;975,5
2017;Praia Grande;emalhe-de-fundo;Crustáceo;Siri-azul;39;296,25
2017;Praia Grande;emalhe-de-fundo;Peixe Cartilaginoso;Cação-anjo;23;283
2017;Praia Grande;emalhe-de-fundo;Peixe Cartilaginoso;Cação-galha-preta;4;56
2017;Praia Grande;emalhe-de-fundo;Peixe Cartilaginoso;Cação-rola-rola;687,2;8513,35
2017;Praia Grande;emalhe-de-fundo;Peixe Cartilaginoso;Cambeva;1224,5;14267
2017;Praia Grande;emalhe-de-fundo;Peixe Cartilaginoso;Mangona;150;1650
2017;Praia Grande;emalhe-de-fundo;Peixe Cartilaginoso;Tintureira;4;54
2017;Praia Grande;emalhe-de-fundo;Peixe Cartilaginoso;Viola;4,5;52,5
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Bagre-amarelo;389,5;1240,5
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Bagre-branco;453,5;3921,33
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Baiacu;5;20,5
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Betara;4381,4;27358,04
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Bicuda;155,3;1534,18
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Bonitos agrupados;194,5;1166,5
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Caranha;2;30
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Carapau;411;2478
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Caratinga;58;416,38
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Corvina;14275;139094,03
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Enchova;8;70
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Espada;2279,3;10127,79
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Espadarte;172;3679
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Galo;1,5;6,75
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Garoupa;1;20
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Goete;22;125
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Gordinho;152,5;836,25
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Guaivira;8472,2;55485,84
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Miraguaia;23;345
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Mistura;6926;29000,9
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Olho-de-cão;1;4,25
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Oveva;184,5;950,63
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Pampo;23;99,75
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Parambiju;8;80
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Paru;37;161,63
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Pescada-amarela;106,2;2054,75
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Pescada-branca;101,5;1618,17
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Pescada-cambucu;26,5;490
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Pescada-foguete;20511,5;284816,74
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Pirajica;2;5
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Porco;68,5;746,5
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Porco-chinelo;50,5;647,13
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Prejereba;148;2272
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Robalo-flecha;871,4;28586,35
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Robalo-peva;3795,7;67694,55
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Roncador;57;302,75
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Sardinha-verdadeira;4;20
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Sargo;2;19
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Sari-sari;52,5;224,13
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Sororoca;1142,1;13448,49
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Tainha;515;6299,67
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Vermelho;195;2669,92
2017;Praia Grande;emalhe-de-fundo;Peixe Ósseo;Xaréu;38;228
2017;Praia Grande;emalhes-diversos;Crustáceo;Caranguejo-santola;2;0
2017;Praia Grande;emalhes-diversos;Peixe Cartilaginoso;Cação-rola-rola;2;26
2017;Praia Grande;emalhes-diversos;Peixe Cartilaginoso;Cambeva;32;351,25
2017;Praia Grande;emalhes-diversos;Peixe Ósseo;Agulhão-negro;85;1020
2017;Praia Grande;emalhes-diversos;Peixe Ósseo;Bagre-amarelo;1;1,13
2017;Praia Grande;emalhes-diversos;Peixe Ósseo;Bagre-branco;1,5;11,63
2017;Praia Grande;emalhes-diversos;Peixe Ósseo;Baiacu;1,5;18
2017;Praia Grande;emalhes-diversos;Peixe Ósseo;Bicuda;1,5;9
2017;Praia Grande;emalhes-diversos;Peixe Ósseo;Bonitos agrupados;30,5;197,5
2017;Praia Grande;emalhes-diversos;Peixe Ósseo;Corvina;105,5;888,5
2017;Praia Grande;emalhes-diversos;Peixe Ósseo;Enchova;2;30
2017;Praia Grande;emalhes-diversos;Peixe Ósseo;Espada;19,5;83,25
2017;Praia Grande;emalhes-diversos;Peixe Ósseo;Galo;1;3
2017;Praia Grande;emalhes-diversos;Peixe Ósseo;Gordinho;21;122,88
2017;Praia Grande;emalhes-diversos;Peixe Ósseo;Guaivira;1131;4420,73
2017;Praia Grande;emalhes-diversos;Peixe Ósseo;Mistura;5;21,25
2017;Praia Grande;emalhes-diversos;Peixe Ósseo;Parambiju;4,5;27
2017;Praia Grande;emalhes-diversos;Peixe Ósseo;Pescada-foguete;3;43,5
2017;Praia Grande;emalhes-diversos;Peixe Ósseo;Porco;5;66
2017;Praia Grande;emalhes-diversos;Peixe Ósseo;Porco-chinelo;3;30
2017;Praia Grande;emalhes-diversos;Peixe Ósseo;Prejereba;20,4;306,3
2017;Praia Grande;emalhes-diversos;Peixe Ósseo;Robalo-peva;538,7;8815,45
2017;Praia Grande;emalhes-diversos;Peixe Ósseo;Sari-sari;4;17,5
2017;Praia Grande;emalhes-diversos;Peixe Ósseo;Sororoca;230;2250
2017;Praia Grande;emalhes-diversos;Peixe Ósseo;Tainha;1977;20205,92
2017;Praia Grande;extrativismo;Crustáceo;Caranguejo-uçá;5584,11;62588,45
2017;Praia Grande;;;;0;0
2017;Santos/Guarujá;arpão/fisga;Molusco;Polvo;11;285
2017;Santos/Guarujá;arpão/fisga;Peixe Ósseo;Espadarte;130;3185
2017;Santos/Guarujá;arpão/fisga;Peixe Ósseo;Paru;27;270
2017;Santos/Guarujá;arpão/fisga;Peixe Ósseo;Sargo;4;36
2017;Santos/Guarujá;arrasto-duplo;Crustáceo;Camarão-cristalino;370;5420
2017;Santos/Guarujá;arrasto-duplo;Crustáceo;Camarão-legítimo;64249,2;1914714,1
2017;Santos/Guarujá;arrasto-duplo;Crustáceo;Camarão-rosa;230359;13245567,54
2017;Santos/Guarujá;arrasto-duplo;Crustáceo;Camarão-santana;3360;20100
2017;Santos/Guarujá;arrasto-duplo;Crustáceo;Camarão-sete-barbas;1198536,5;8988752,36
2017;Santos/Guarujá;arrasto-duplo;Crustáceo;Lagostim;4511;62659,5
2017;Santos/Guarujá;arrasto-duplo;Crustáceo;Sapateira;2148;36368,38
2017;Santos/Guarujá;arrasto-duplo;Crustáceo;Siri-azul;479,08;2499,15
2017;Santos/Guarujá;arrasto-duplo;Crustáceo;Siris agrupados;10;50
2017;Santos/Guarujá;arrasto-duplo;Molusco;Lula;10670;106989,83
2017;Santos/Guarujá;arrasto-duplo;Molusco;Polvo;7858;128361,55
2017;Santos/Guarujá;arrasto-duplo;Molusco;Polvo-saquinho;497;2642
2017;Santos/Guarujá;arrasto-duplo;Peixe Cartilaginoso;Cação-anjo;80;680
2017;Santos/Guarujá;arrasto-duplo;Peixe Cartilaginoso;Cambeva;30;277,5
2017;Santos/Guarujá;arrasto-duplo;Peixe Cartilaginoso;Machote;60;600
2017;Santos/Guarujá;arrasto-duplo;Peixe Cartilaginoso;Raia-emplastro;7180;16353,98
2017;Santos/Guarujá;arrasto-duplo;Peixe Cartilaginoso;Raia-emplastro-castelnaui;30;75
2017;Santos/Guarujá;arrasto-duplo;Peixe Cartilaginoso;Raias agrupadas;6119;13167
2017;Santos/Guarujá;arrasto-duplo;Peixe Cartilaginoso;Viola;75;230
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Abrótea;23804;72338,61
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Bagre-branco;886;3571,68
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Baiacu;125;284,5
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Betara;39918;114919,65
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Bicuda;840;2479,87
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Bonitos agrupados;300;825
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Cabrinha;107423;311700,88
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Cangoá;10;10
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Caranha;25;250
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Carapau;10;25
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Castanha;5047;12631,5
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Chernes agrupados;10;150
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Cherne-verdadeiro;47;775,5
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Congro;393;572
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Congro-rosa;12979;125348
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Corvina;20235;95858,16
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Enchova;5;45
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Espada;10514;26688,7
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Galo;1097;2415,15
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Garoupa;36;790,5
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Goete;8726;32383,43
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Gordinho;3294;7589,02
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Linguado;12779;167205,3
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Linguado-areia;20856;91461,47
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Maria-luíza;3609;7998,88
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Maria-mole;8197;26837,63
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Merluza;10974;35693,3
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Mistura;74218;283909,54
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Namorado;3664;39763,03
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Olho-de-cão;7360;27472,25
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Oveva;3025;6772,79
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Pampo;10;90
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Pargo-rosa;3000;15862,44
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Pescada-amarela;20;400
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Pescada-branca;173;2170,5
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Pescada-foguete;2030;10644,13
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Porco;48241;199405,72
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Robalo-flecha;38;720
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Robalo-peva;135;1898,5
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Roncador;600;1670
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Sapo;310;960
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Tainha;5;35
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Tira-vira;24888;81480,11
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Trilha;18853;63796,12
2017;Santos/Guarujá;arrasto-duplo;Peixe Ósseo;Vermelho;27;122
2017;Santos/Guarujá;arrasto-simples;Crustáceo;Camarão-legítimo;148,33;5819,6
2017;Santos/Guarujá;arrasto-simples;Crustáceo;Camarão-sete-barbas;4316,5;90299,23
